-27.0	0.0
-26.0	0.0
-25.0	0.0
-24.0	0.0
-23.0	0.0
-22.0	0.039016162922616976
-21.0	-0.24698087110139832
-18.0	-0.47357669361860566
-17.0	-0.40199387831400635
-16.0	-0.330411063009407
-15.0	-0.36799666761242966
-14.0	-0.2849824535227704
-13.0	0.3001563957701397
-12.0	1.3127427801749862
-11.0	2.32532916457984
-10.0	3.4009084888276124
-8.0	6.499922828929501
-7.0	7.885399366420272
-6.0	9.268244100514686
-5.0	10.915835920641538
-4.0	12.772429182317055
-3.0	14.672908135986676
-2.0	15.931867948625852
-1.0	17.065109459813876
0.0	17.76039023970178
1.0	18.309441500516062
2.0	18.675871291963084
3.0	18.827158313866985
4.0	18.77875233807491
5.0	18.51127538090753
6.0	17.64737456692006
7.0	16.554552322663504
8.0	15.493160117593307
9.0	14.107526980865998
10.0	12.764621061385476
11.0	11.584402086167769
13.0	8.66606097134439
14.0	7.163476185527394
15.0	5.713072904677308
16.0	4.419214138727936
17.0	3.7067811684418204
18.0	3.1975799666055016
19.0	2.5263255103126245
20.0	1.5211773661619228
21.0	0.4944382209194975
22.0	-0.2473468696299996
23.0	-0.629026940156572
25.0	-1.3026243599934806
26.0	-1.6394230699119292
28.0	-2.269654951874168
29.0	-2.5197225860433003
30.0	-2.523474146189345
31.0	-2.3781807275037594
32.0	-2.0838423299865436
33.0	-1.8571029195471023
35.0	-1.8092180211348272
36.0	-1.7852755719286897
37.0	-1.7613331227225522
38.0	-1.7373906735164146
39.0	-1.784836740353551
40.0	-1.8322828071906874
42.0	-1.9271749408649603
44.0	-1.9347038682648652
46.0	-1.825999144345672
47.0	-2.0401249689380805
54.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
68.0	0.0
69.0	0.0
71.0	0.0
72.0	0.0
